id_employee,name,surname,cpf,status,role,initial_date,end_date,store_id
614,Gabriela,Campos,502.674.931-34,não ativo,vendedor,26/02/2011,23/02/2021,SP Interior_87
487,Cecilia,Martins,409.753.612-52,ativo,vendedor,20/08/2023,,SP Interior_9
32,Lívia,Rodrigues,732.910.645-34,ativo,vendedor,21/02/2010,,SP Interior_9
221,Luiz Gustavo,Sampaio,173.806.945-10,ativo,vendedor,10/07/2022,,SP Interior_9
623,Júlia,Rios,348.726.510-90,ativo,gerente,07/09/2002,,SP Interior_9
709,Carlos Eduardo,Barros,679.083.415-00,ativo,gerente,08/08/2009,,SP Interior_90
72,Yuri,Oliveira,894.653.210-60,ativo,vendedor,16/04/2017,,SP Interior_90
64,Augusto,das Neves,274.905.138-04,ativo,vendedor,15/01/2014,,SP Interior_90
844,Lara,da Paz,163.842.750-07,não ativo,vendedor,21/11/2014,30/10/2024,SP Interior_90
857,Isabel,Moraes,068.172.394-78,ativo,vendedor,21/06/2017,,SP Interior_90
180,Aurora,da Paz,153.467.082-35,ativo,vendedor,27/09/2000,,SP Interior_91
266,Bárbara,Fernandes,738.549.126-09,ativo,vendedor,10/05/2009,,SP Interior_91
182,Heitor,Câmara,412.378.956-00,ativo,vendedor,18/07/2003,,SP Interior_91
482,Maria Julia,Fernandes,694.120.857-02,ativo,gerente,13/02/2012,,SP Interior_91
387,João Felipe,Sales,258.017.469-94,ativo,vendedor,29/12/2010,,SP Interior_92
104,Manuela,Souza,702.438.195-79,ativo,vendedor,02/03/2010,,SP Interior_92
859,João Pedro,Câmara,635.807.492-00,ativo,vendedor,14/05/2004,,SP Interior_92
212,Rafael,Mendes,203.718.946-03,ativo,gerente,16/09/2019,,SP Interior_92
719,Francisco,Sousa,940.378.526-83,não ativo,vendedor,11/03/2019,09/04/2022,SP Interior_93
625,Sara,Casa Grande,741.836.095-93,ativo,gerente,02/12/2002,,SP Interior_93
316,Rebeca,da Luz,231.698.507-68,ativo,vendedor,17/07/2014,,SP Interior_93
294,Bryan,Abreu,792.501.364-80,ativo,vendedor,14/12/2019,,SP Interior_93
272,Gael Henrique,Lopes,059.672.438-10,ativo,vendedor,05/09/2003,,SP Interior_93
832,Valentim,Moura,267.481.953-73,não ativo,vendedor,10/04/2010,30/12/2017,SP Interior_99
732,Benjamin,Sampaio,639.120.548-51,ativo,gerente,05/05/2005,,SP Interior_99
408,Cecília,Pacheco,218.579.640-20,ativo,vendedor,25/01/2014,,SP Interior_99
755,Ryan,Pacheco,051.978.342-50,ativo,vendedor,27/11/2003,,SP Interior_99
135,Bárbara,Freitas,643.107.285-53,ativo,vendedor,08/10/2023,,SP Interior_99
627,Francisco,Santos,057.821.936-03,não ativo,vendedor,24/07/2020,06/07/2022,SP Interior_99
